Time,Torque,Temp_1,Temp_2
1628271790.13, 07.86,74.32,74.02
1628271790.17, 07.86,74.30,74.02
1628271790.22, 07.86,74.31,74.01
1628271790.26, 07.86,74.32,74.02
1628271790.31, 07.86,74.31,74.01
1628271790.35, 07.86,74.31,74.02
1628271790.40, 07.86,74.31,74.01
1628271790.44, 07.86,74.31,74.03
1628271790.49, 07.86,74.32,74.01
1628271790.53, 07.86,74.32,74.02
1628271790.57, 07.86,74.33,74.03
1628271790.62, 07.86,74.32,74.01
1628271790.66, 07.86,74.32,74.02
1628271790.71, 07.86,74.31,74.01
1628271790.75, 07.86,74.32,74.03
1628271790.80, 07.86,74.31,74.03
1628271790.84, 07.86,74.31,74.02
1628271790.88, 07.86,74.30,74.01
1628271790.93, 07.86,74.30,74.04
1628271790.97, 07.86,74.30,74.02
1628271791.02, 07.86,74.30,74.04
1628271791.06, 07.86,74.30,74.03
1628271791.10, 07.86,74.31,74.04
1628271791.15, 07.86,74.31,74.02
1628271791.19, 07.86,74.30,74.02
1628271791.24, 07.86,74.32,74.02
1628271791.28, 07.86,74.31,74.04
1628271791.33, 07.86,74.32,74.04
1628271791.37, 07.86,74.31,74.02
1628271791.42, 07.86,74.31,74.03
1628271791.46, 07.86,74.30,74.04
1628271791.50, 07.35,74.31,74.04
1628271791.55, 07.35,74.29,74.03
1628271791.59, 07.35,74.31,74.03
1628271791.64, 07.35,74.31,74.03
1628271791.68, 07.35,74.32,74.02
1628271791.73, 07.35,74.31,74.02
1628271791.77, 07.35,74.31,74.02
1628271791.82, 07.35,74.32,74.00
1628271791.86, 07.35,74.32,74.02
1628271791.91, 07.35,74.33,74.02
1628271791.95, 07.35,74.31,74.04
1628271792.00, 07.35,74.30,74.04
1628271792.04, 07.35,74.30,74.04
1628271792.09, 07.35,74.31,74.02
1628271792.13, 07.35,74.31,74.04
1628271792.18, 07.35,74.31,74.03
1628271792.22, 07.35,74.31,74.02
1628271792.27, 07.35,74.32,74.03
1628271792.31, 07.35,74.32,74.02
1628271792.36, 07.35,74.31,74.02
1628271792.40, 07.35,74.33,74.02
1628271792.45, 07.35,74.31,74.03
1628271792.49, 07.35,74.32,74.03
1628271792.54, 07.35,74.32,74.03
1628271792.58, 07.35,74.31,74.02
1628271792.63, 07.35,74.31,74.04
1628271792.67, 07.35,74.30,74.03
1628271792.72, 07.35,74.29,74.03
1628271792.76, 07.35,74.30,74.05
1628271792.81, 07.35,74.31,74.02
1628271792.85, 07.35,74.29,74.02
1628271792.89, 07.35,74.31,74.03
1628271792.94, 07.35,74.31,74.04
1628271792.98, 07.35,74.32,74.04
1628271793.03, 07.35,74.31,74.04
1628271793.07, 07.35,74.30,74.04
1628271793.12, 07.35,74.31,74.03
1628271793.16, 07.35,74.31,74.05
1628271793.21, 07.35,74.31,74.02
1628271793.25, 07.35,74.32,74.03
1628271793.29, 07.35,74.31,74.03
1628271793.34, 07.35,74.32,74.02
1628271793.38, 07.35,74.32,74.03
1628271793.43, 07.35,74.32,74.04
1628271793.47, 07.35,74.31,74.03
1628271793.52, 07.35,74.32,74.04
1628271793.56, 07.35,74.33,74.04
1628271793.61, 07.35,74.32,74.03
1628271793.65, 07.35,74.33,74.03
1628271793.70, 07.35,74.31,74.02
1628271793.74, 07.35,74.32,74.01
1628271793.79, 07.35,74.33,74.01
1628271793.83, 07.35,74.32,74.02
1628271793.88, 07.35,74.31,74.03
1628271793.92, 07.35,74.31,74.03
1628271793.96, 07.35,74.32,74.03
1628271794.01, 07.35,74.32,74.04
1628271794.05, 07.35,74.32,74.01
1628271794.10, 07.35,74.31,74.02
1628271794.14, 07.35,74.32,74.03
1628271794.19, 07.35,74.32,74.02
1628271794.23, 07.35,74.32,74.04
1628271794.28, 07.35,74.32,74.04
1628271794.32, 07.35,74.32,74.04
1628271794.37, 07.35,74.32,74.03
1628271794.41, 07.35,74.31,74.04
1628271794.45, 07.35,74.31,74.04
1628271794.50, 07.35,74.31,74.04
1628271794.54, 07.35,74.31,74.03
1628271794.59, 07.35,74.32,74.03
1628271794.63, 07.35,74.31,74.02
1628271794.68, 07.35,74.32,74.03
1628271794.73, 07.35,74.32,74.04
1628271794.77, 07.35,74.31,74.05
1628271794.82, 07.35,74.32,74.03
1628271794.86, 07.35,74.32,74.04
1628271794.91, 07.35,74.31,74.03
1628271794.95, 07.35,74.31,74.03
1628271794.99, 07.35,74.31,74.03
1628271795.04, 07.35,74.32,74.03
1628271795.09, 07.35,74.30,74.03
1628271795.13, 07.35,74.31,74.04
1628271795.17, 07.35,74.32,74.02
1628271795.22, 07.35,74.33,74.01
1628271795.26, 07.35,74.33,74.00
1628271795.31, 07.35,74.30,74.01
1628271795.35, 07.35,74.32,74.03
1628271795.40, 07.35,74.32,74.03
1628271795.44, 07.35,74.33,74.03
1628271795.49, 07.35,74.31,74.02
1628271795.53, 07.35,74.31,74.03
1628271795.58, 07.35,74.32,74.03
1628271795.62, 07.35,74.30,74.02
1628271795.67, 07.35,74.32,74.04
1628271795.71, 07.35,74.31,74.03
1628271795.75, 07.35,74.32,74.03
1628271795.80, 07.35,74.32,74.06
1628271795.84, 07.35,74.33,74.04
1628271795.89, 07.35,74.32,74.04
1628271795.93, 07.35,74.32,74.05
1628271795.98, 07.35,74.32,74.04
1628271796.02, 07.35,74.31,74.04
1628271796.07, 07.35,74.32,74.04
1628271796.11, 07.35,74.32,74.05
1628271796.16, 07.35,74.32,74.04
1628271796.20, 07.35,74.31,74.05
1628271796.24, 07.35,74.33,74.06
1628271796.29, 07.35,74.32,74.05
1628271796.33, 07.35,74.31,74.05
1628271796.38, 07.35,74.33,74.06
1628271796.42, 07.35,74.35,74.03
1628271796.47, 07.35,74.32,74.04
1628271796.51, 07.35,74.32,74.05
1628271796.56, 07.35,74.33,74.04
1628271796.60, 07.35,74.33,74.03
1628271796.65, 07.35,74.34,74.03
1628271796.69, 07.35,74.33,74.03
1628271796.74, 07.35,74.33,74.03
1628271796.78, 07.35,74.33,74.06
1628271796.82, 07.35,74.32,74.05
1628271796.87, 07.35,74.33,74.04
1628271796.91, 07.35,74.32,74.03
1628271796.96, 07.35,74.32,74.04
1628271797.00, 07.35,74.32,74.03
1628271797.05, 07.35,74.32,74.05
1628271797.09, 07.35,74.32,74.04
1628271797.14, 07.35,74.32,74.03
1628271797.18, 07.35,74.33,74.03
1628271797.23, 07.35,74.33,74.03
1628271797.27, 07.35,74.32,74.03
1628271797.32, 07.35,74.32,74.03
1628271797.36, 07.35,74.32,74.04
1628271797.41, 07.35,74.32,74.05
1628271797.45, 07.35,74.32,74.05
1628271797.49, 07.35,74.32,74.06
1628271797.54, 07.35,74.32,74.04
1628271797.58, 07.35,74.32,74.04
1628271797.63, 07.35,74.32,74.04
1628271797.67, 07.35,74.32,74.06
1628271797.72, 07.35,74.33,74.06
1628271797.76, 07.35,74.32,74.05
1628271797.81, 07.35,74.31,74.04
1628271797.85, 07.35,74.32,74.05
1628271797.90, 07.35,74.33,74.03
1628271797.94, 07.35,74.32,74.05
1628271797.99, 07.35,74.33,74.03
1628271798.03, 07.35,74.32,74.04
1628271798.07, 07.35,74.34,74.05
1628271798.12, 07.35,74.33,74.04
1628271798.16, 07.35,74.32,74.05
1628271798.21, 07.35,74.33,74.04
1628271798.25, 07.35,74.34,74.04
1628271798.30, 07.35,74.33,74.04
1628271798.34, 07.35,74.32,74.02
1628271798.39, 07.35,74.32,74.04
1628271798.43, 07.35,74.33,74.04
1628271798.48, 07.35,74.33,74.03
1628271798.52, 07.35,74.33,74.03
1628271798.57, 07.35,74.33,74.04
1628271798.61, 07.35,74.33,74.03
1628271798.65, 07.35,74.34,74.02
1628271798.70, 07.35,74.33,74.04
1628271798.74, 07.35,74.32,74.06
1628271798.78, 07.35,74.33,74.05
1628271798.83, 07.35,74.33,74.04
1628271798.87, 07.35,74.33,74.04
1628271798.92, 07.35,74.32,74.04
1628271798.96, 07.35,74.34,74.05
1628271799.01, 07.35,74.34,74.05
1628271799.05, 07.35,74.31,74.05
1628271799.10, 07.35,74.33,74.05
1628271799.14, 07.35,74.33,74.05
1628271799.18, 07.35,74.33,74.06
1628271799.23, 07.35,74.33,74.05
1628271799.27, 07.35,74.33,74.05
1628271799.32, 07.35,74.33,74.05
1628271799.36, 07.35,74.32,74.06
1628271799.41, 07.35,74.33,74.05
1628271799.45, 07.35,74.32,74.04
1628271799.50, 07.35,74.32,74.07
1628271799.54, 07.35,74.32,74.05
1628271799.58, 07.35,74.32,74.06
1628271799.63, 07.35,74.33,74.06
1628271799.67, 07.35,74.33,74.04
1628271799.72, 07.35,74.32,74.05
1628271799.76, 07.35,74.33,74.05
1628271799.81, 07.35,74.33,74.05
1628271799.85, 07.35,74.32,74.04
1628271799.90, 07.35,74.33,74.05
1628271799.94, 07.35,74.34,74.04
1628271799.99, 07.35,74.33,74.04
1628271800.03, 07.35,74.33,74.04
1628271800.07, 07.35,74.33,74.04
1628271800.12, 07.35,74.33,74.05
1628271800.16, 07.35,74.33,74.04
1628271800.20, 07.35,74.31,74.00
1628271800.25, 07.35,74.32,74.00
1628271800.29, 07.35,74.31,74.00
1628271800.33, 07.35,74.30,74.02
1628271800.38, 07.35,74.31,74.02
1628271800.42, 07.35,74.31,74.01
1628271800.47, 07.35,74.31,73.99
1628271800.51, 07.35,74.31,74.00
1628271800.56, 07.35,74.32,74.01
1628271800.60, 07.35,74.30,74.02
1628271800.65, 07.35,74.30,73.99
1628271800.69, 07.35,74.31,74.00
1628271800.74, 06.08,74.34,73.73
1628271800.78, -42.34,74.29,74.24
1628271800.82, -38.96,74.30,74.12
1628271800.87, -38.96,74.29,73.76
1628271800.91, -37.63,74.29,74.06
1628271800.96, -37.63,74.39,74.14
1628271801.00, -37.63,74.27,74.11
1628271801.04, -37.63,74.21,73.98
1628271801.09, -38.50,74.26,73.70
1628271801.13, -38.50,74.35,73.94
1628271801.18, -39.53,74.38,73.83
1628271801.22, -39.53,74.30,73.87
1628271801.26, -40.09,74.33,73.90
1628271801.31, -40.09,74.23,74.12
1628271801.35, -40.09,74.30,73.94
1628271801.40, -40.09,74.33,74.13
1628271801.44, -40.09,74.26,74.04
1628271801.49, -40.09,74.30,74.01
1628271801.53, -40.09,74.29,73.94
1628271801.58, -40.09,74.32,74.09
1628271801.62, -40.09,74.27,74.08
1628271801.66, -40.95,74.32,73.90
1628271801.71, -39.81,74.28,74.05
1628271801.75, -40.56,74.33,73.93
1628271801.80, -39.60,74.34,74.05
1628271801.84, -40.16,74.36,73.88
1628271801.89, -38.91,74.25,74.01
1628271801.93, -39.75,74.24,73.76
1628271801.98, -38.26,74.33,73.87
1628271802.02, -39.04,74.31,74.11
1628271802.06, -37.76,74.31,74.06
1628271802.11, -38.79,74.34,73.97
1628271802.15, -37.32,74.38,74.01
1628271802.20, -38.84,74.31,74.19
1628271802.24, -38.02,74.30,74.03
1628271802.29, -39.68,74.27,74.12
1628271802.33, -39.10,74.34,74.12
1628271802.38, -40.74,74.32,74.09
1628271802.42, -39.54,74.27,74.03
1628271802.46, -40.83,74.37,73.80
1628271802.51, -39.89,74.38,73.91
1628271802.55, -41.13,74.32,74.00
1628271802.60, -39.23,74.31,73.93
1628271802.64, -40.50,74.28,74.10
1628271802.69, -39.36,74.30,73.86
1628271802.73, -40.57,74.33,73.96
1628271802.78, -40.57,74.39,74.00
1628271802.82, -40.57,74.31,74.13
1628271802.87, -39.68,74.32,73.93
1628271802.91, -40.59,74.32,73.93
1628271802.96, -39.93,74.29,74.01
1628271803.00, -39.93,74.39,74.08
1628271803.05, -39.93,74.32,74.07
1628271803.09, -38.93,74.36,73.95
1628271803.13, -38.93,74.29,73.92
1628271803.18, -37.89,74.29,74.29
1628271803.22, -37.89,74.37,73.84
1628271803.26, -38.59,74.33,73.91
1628271803.31, -37.79,74.34,73.89
1628271803.35, -39.40,74.36,74.01
1628271803.40, -39.40,74.33,74.02
1628271803.44, -40.36,74.33,74.08
1628271803.48, -39.45,74.31,74.00
1628271803.53, -40.94,74.36,74.02
1628271803.57, -39.54,74.24,73.82
1628271803.62, -40.96,74.34,73.88
1628271803.66, -39.84,74.39,73.84
1628271803.71, -40.73,74.29,73.91
1628271803.75, -39.70,74.38,73.84
1628271803.80, -40.33,74.32,73.78
1628271803.84, -40.33,74.39,73.84
1628271803.89, -40.33,74.30,74.02
1628271803.93, -40.33,74.34,74.00
1628271803.98, -40.33,74.32,73.94
1628271804.02, -40.33,74.31,73.91
1628271804.07, -39.52,74.33,74.26
1628271804.11, -40.06,74.32,73.98
1628271804.15, -38.72,74.35,74.09
1628271804.20, -39.41,74.29,73.91
1628271804.24, -38.21,74.28,74.11
1628271804.29, -39.02,74.31,74.01
1628271804.33, -37.23,74.34,74.07
1628271804.38, -38.83,74.21,74.10
1628271804.42, -37.90,74.31,74.11
1628271804.47, -39.54,74.25,74.07
1628271804.51, -38.91,74.36,74.38
1628271804.56, -40.44,74.27,74.00
1628271804.60, -39.43,74.28,73.88
1628271804.64, -40.86,74.33,73.93
1628271804.69, -39.75,74.28,73.91
1628271804.74, -40.93,74.35,74.21
1628271804.78, -39.83,74.24,74.10
1628271804.82, -40.70,74.34,74.10
1628271804.87, -39.83,74.28,73.97
1628271804.91, -39.83,74.27,73.74
1628271804.96, -39.83,74.27,74.13
1628271805.00, -39.83,74.32,73.96
1628271805.05, -39.83,74.32,73.99
1628271805.09, -39.83,74.29,74.14
1628271805.14, -39.83,74.26,74.01
1628271805.18, -39.83,74.26,74.17
1628271805.23, -39.83,74.23,73.91
1628271805.27, -39.09,74.33,73.87
1628271805.32, -39.09,74.29,74.05
1628271805.36, -38.11,74.31,74.11
1628271805.40, -39.11,74.30,73.98
1628271805.45, -37.49,74.36,73.90
1628271805.49, -38.34,74.32,74.06
1628271805.54, -37.77,74.27,73.65
1628271805.58, -39.16,74.38,74.16
1628271805.62, -39.16,74.27,73.97
1628271805.67, -39.97,74.30,74.07
1628271805.71, -39.97,74.32,73.98
1628271805.76, -40.94,74.31,73.93
1628271805.80, -39.44,74.36,74.16
1628271805.85, -40.80,74.31,74.04
1628271805.89, -39.54,74.25,73.86
1628271805.94, -40.88,74.36,74.24
1628271805.98, -39.58,74.27,73.98
1628271806.03, -40.44,74.29,73.83
1628271806.07, -39.73,74.29,74.04
1628271806.12, -39.73,74.30,74.11
1628271806.16, -40.25,74.35,74.05
1628271806.21, -40.25,74.34,74.10
1628271806.25, -40.25,74.31,74.04
1628271806.30, -40.25,74.36,74.09
1628271806.34, -40.25,74.30,74.15
1628271806.39, -38.92,74.38,74.14
1628271806.43, -39.56,74.26,73.95
1628271806.47, -38.75,74.33,74.03
1628271806.51, -37.83,74.35,74.01
1628271806.56, -38.89,74.33,73.96
1628271806.60, -37.62,74.32,73.91
1628271806.64, -38.24,74.33,74.05
1628271806.68, -38.24,74.30,74.05
1628271806.73, -39.27,74.37,74.25
1628271806.77, -39.27,74.27,74.05
1628271806.82, -40.21,74.22,73.94
1628271806.86, -40.21,74.32,74.09
1628271806.91, -40.21,74.32,73.99
1628271806.95, -40.21,74.30,73.99
1628271807.00, -41.07,74.33,74.07
1628271807.04, -39.56,74.31,73.87
1628271807.09, -40.85,74.36,73.94
1628271807.13, -39.47,74.23,73.92
1628271807.18, -40.71,74.28,74.07
1628271807.22, -39.45,74.28,73.85
1628271807.26, -35.74,74.31,74.00
1628271807.31, 01.27,74.32,74.03
1628271807.35, -17.75,74.32,74.04
1628271807.40, -4.15,74.34,74.05
1628271807.44, -2.47,74.34,74.04
1628271807.49, 01.19,74.32,74.03
1628271807.53, 00.48,74.34,74.06
1628271807.58, 00.48,74.33,74.04
1628271807.62, -0.05,74.34,74.05
1628271807.67, -0.05,74.34,74.06
1628271807.71, -0.05,74.34,74.01
1628271807.75, -0.69,74.34,74.03
1628271807.80, 01.55,74.36,74.07
1628271807.84, 02.33,74.34,74.06
1628271807.88, 02.33,74.36,74.08
1628271807.93, 01.73,74.34,74.06
1628271807.97, 01.73,74.34,74.09
1628271808.02, 01.73,74.34,74.05
1628271808.07, 01.73,74.36,74.07
1628271808.11, 01.73,74.35,74.06
1628271808.15, 01.73,74.35,74.05
1628271808.20, 01.03,74.34,74.07
1628271808.24, 01.03,74.34,74.06
1628271808.28, 01.03,74.34,74.07
1628271808.33, 01.03,74.34,74.07
1628271808.37, 01.03,74.35,74.08
1628271808.42, 01.03,74.34,74.06
1628271808.46, 01.03,74.34,74.08
1628271808.51, 01.03,74.34,74.07
1628271808.55, 01.03,74.33,74.07
1628271808.60, 01.03,74.34,74.07
1628271808.64, 00.50,74.35,74.06
1628271808.69, 00.50,74.35,74.06
1628271808.73, 00.50,74.34,74.05
1628271808.78, 00.50,74.34,74.04
1628271808.82, 00.50,74.34,74.06
1628271808.86, 00.50,74.34,74.08
1628271808.91, 00.50,74.34,74.05
1628271808.95, 00.50,74.35,74.04
1628271809.00, 00.50,74.35,74.07
1628271809.04, 00.50,74.35,74.06
1628271809.09, 00.50,74.34,74.07
1628271809.13, 00.50,74.33,74.07
1628271809.18, 00.50,74.34,74.06
1628271809.22, 00.50,74.34,74.07
1628271809.26, -0.22,74.35,74.09
1628271809.31, -0.22,74.33,74.06
1628271809.35, -0.94,74.35,74.07
1628271809.40, -0.94,74.33,74.08
1628271809.44, -1.62,74.35,74.07
1628271809.48, -1.62,74.35,74.06
1628271809.53, -1.62,74.34,74.08
1628271809.58, -2.16,74.33,74.07
1628271809.62, -2.16,74.37,74.05
1628271809.67, -2.16,74.35,74.06
1628271809.71, -2.16,74.35,74.07
1628271809.76, -2.74,74.34,74.06
1628271809.80, -2.74,74.35,74.06
1628271809.85, -2.74,74.35,74.08
1628271809.89, -2.74,74.35,74.07
1628271809.93, -2.74,74.36,74.07
1628271809.98, -2.74,74.35,74.07
1628271810.02, -2.74,74.33,74.07
1628271810.07, -2.74,74.34,74.08
1628271810.11, -2.74,74.34,74.07
1628271810.16, -2.74,74.33,74.08
1628271810.20, -2.74,74.33,74.07
1628271810.25, -2.74,74.34,74.08
1628271810.29, -2.74,74.36,74.07
1628271810.34, -2.74,74.34,74.08
1628271810.38, -2.74,74.35,74.08
1628271810.43, -2.74,74.35,74.06
1628271810.47, -2.74,74.33,74.08
1628271810.51, -2.74,74.34,74.08
1628271810.56, -2.74,74.35,74.08
1628271810.60, -2.74,74.33,74.08
1628271810.65, -2.74,74.34,74.08
1628271810.69, -2.74,74.34,74.07
1628271810.74, -2.74,74.36,74.07
1628271810.78, -2.74,74.35,74.09
1628271810.83, -2.74,74.34,74.08
1628271810.87, -2.74,74.34,74.08
1628271810.91, -2.74,74.34,74.06
1628271810.96, -2.74,74.34,74.05
1628271811.00, -2.74,74.34,74.06
1628271811.04, -2.74,74.36,74.07
1628271811.08, -2.74,74.35,74.05
1628271811.13, -2.74,74.34,74.06
1628271811.17, -2.74,74.35,74.06
1628271811.21, -2.74,74.35,74.07
1628271811.25, -2.74,74.34,74.06
1628271811.30, -2.74,74.35,74.09
1628271811.34, -2.74,74.35,74.07
1628271811.39, -2.74,74.36,74.07
1628271811.43, -2.74,74.37,74.07
1628271811.48, -2.74,74.36,74.06
1628271811.52, -2.74,74.35,74.06
1628271811.57, -2.74,74.35,74.06
1628271811.61, -2.74,74.36,74.06
1628271811.66, -2.74,74.36,74.04
1628271811.70, -2.74,74.34,74.07
1628271811.74, -2.74,74.35,74.05
1628271811.79, -2.74,74.36,74.04
1628271811.83, -2.74,74.36,74.05
1628271811.88, -2.74,74.36,74.05
1628271811.92, -2.74,74.36,74.05
1628271811.97, -2.74,74.35,74.07
1628271812.01, -2.74,74.34,74.07
1628271812.06, -2.74,74.35,74.08
1628271812.10, -2.74,74.35,74.07
1628271812.14, -2.74,74.36,74.06
1628271812.19, -2.74,74.36,74.05
1628271812.23, -2.74,74.36,74.05
1628271812.28, -2.74,74.36,74.07
1628271812.32, -2.74,74.35,74.07
1628271812.36, -2.74,74.35,74.08
1628271812.41, -2.74,74.35,74.07
1628271812.45, -2.74,74.35,74.07
1628271812.50, -2.74,74.35,74.07
1628271812.54, -2.74,74.36,74.08
1628271812.59, -2.74,74.37,74.07
1628271812.63, -2.74,74.36,74.07
1628271812.68, -2.74,74.36,74.08
1628271812.72, -2.74,74.35,74.07
1628271812.77, -2.74,74.37,74.07
1628271812.81, -2.74,74.37,74.07
1628271812.86, -2.74,74.35,74.06
1628271812.90, -2.74,74.35,74.08
1628271812.95, -2.74,74.35,74.06
1628271812.99, -2.74,74.34,74.08
1628271813.04, -2.74,74.35,74.07
1628271813.08, -2.74,74.35,74.08
1628271813.13, -2.74,74.34,74.08
1628271813.17, -2.74,74.34,74.07
1628271813.21, -2.74,74.35,74.07
1628271813.26, -2.74,74.36,74.06
1628271813.30, -2.74,74.35,74.08
1628271813.34, -2.74,74.35,74.09
1628271813.38, -2.74,74.35,74.07
1628271813.43, -2.74,74.37,74.08
1628271813.47, -2.74,74.34,74.07
1628271813.51, -2.74,74.36,74.07
1628271813.56, -2.74,74.38,74.07
1628271813.60, -2.74,74.36,74.09
1628271813.64, -2.74,74.37,74.08
1628271813.68, -2.74,74.38,74.08
1628271813.73, -2.74,74.36,74.08
1628271813.77, -2.74,74.35,74.08
1628271813.81, -2.74,74.35,74.09
1628271813.86, -2.74,74.35,74.08
1628271813.90, -2.74,74.36,74.09
1628271813.95, -2.74,74.36,74.09
1628271813.99, -2.74,74.35,74.07
1628271814.04, -2.74,74.36,74.07
1628271814.08, -2.74,74.37,74.07
1628271814.13, -2.74,74.36,74.06
1628271814.17, -2.74,74.38,74.07
1628271814.22, -2.74,74.36,74.06
1628271814.26, -2.74,74.38,74.06
1628271814.31, -2.74,74.37,74.05
1628271814.35, -2.74,74.35,74.09
1628271814.40, -2.74,74.36,74.06
1628271814.44, -2.74,74.37,74.09
1628271814.48, -2.74,74.36,74.09
1628271814.52, -2.74,74.36,74.07
1628271814.56, -2.74,74.37,74.08
1628271814.60, -2.74,74.35,74.07
1628271814.65, -2.74,74.36,74.07
1628271814.69, -2.74,74.36,74.08
1628271814.73, -2.74,74.35,74.07
1628271814.77, -2.74,74.36,74.08
1628271814.81, -2.74,74.36,74.07
1628271814.85, -2.74,74.36,74.07
1628271814.90, -2.74,74.35,74.06
1628271814.94, -2.74,74.36,74.07
1628271814.98, -2.74,74.37,74.08
1628271815.02, -2.74,74.35,74.08
1628271815.06, -2.74,74.36,74.06
1628271815.10, -2.74,74.35,74.09
1628271815.15, -2.74,74.37,74.07
1628271815.19, -2.74,74.35,74.09
1628271815.23, -2.74,74.36,74.06
1628271815.27, -2.74,74.35,74.08
1628271815.31, -2.74,74.35,74.06
1628271815.35, -2.74,74.36,74.09
1628271815.39, -2.74,74.37,74.06
1628271815.44, -2.74,74.35,74.10
1628271815.48, -2.74,74.35,74.08
1628271815.52, -2.74,74.35,74.08
1628271815.56, -2.74,74.37,74.08
1628271815.60, -2.74,74.34,74.09
1628271815.64, -2.74,74.36,74.08
1628271815.69, -2.74,74.37,74.10
1628271815.73, -2.74,74.36,74.08
1628271815.77, -2.74,74.35,74.09
1628271815.81, -2.74,74.37,74.08
1628271815.85, -2.74,74.35,74.08
1628271815.89, -2.74,74.37,74.06
1628271815.94, -2.74,74.36,74.08
1628271815.98, -2.74,74.36,74.07
1628271816.02, -2.74,74.34,74.07
1628271816.06, -2.74,74.37,74.09
1628271816.10, -2.74,74.36,74.09
1628271816.14, -2.74,74.37,74.07
1628271816.19, -2.74,74.36,74.08
1628271816.23, -2.74,74.36,74.09
1628271816.27, -2.74,74.36,74.09
1628271816.31, -2.74,74.36,74.09
1628271816.35, -2.74,74.36,74.08
1628271816.39, -2.74,74.36,74.07
1628271816.44, -2.74,74.35,74.07
1628271816.48, -2.74,74.37,74.07
1628271816.52, -2.74,74.37,74.08
1628271816.56, -2.74,74.37,74.09
1628271816.60, -2.74,74.36,74.06
1628271816.64, -2.74,74.36,74.08
1628271816.69, -2.74,74.37,74.06
1628271816.73, -2.74,74.36,74.09
1628271816.77, -2.74,74.37,74.09
1628271816.81, -2.74,74.37,74.08
1628271816.85, -2.74,74.33,74.04
1628271816.89, -2.74,74.34,74.04
1628271816.94, -2.74,74.34,74.06
1628271816.98, -2.74,74.33,74.04
1628271817.02, -2.74,74.32,74.07
1628271817.06, -2.74,74.32,74.05
1628271817.10, -2.74,74.33,74.06
1628271817.15, -2.74,74.35,74.05
1628271817.19, -2.74,74.31,74.04
1628271817.23, -2.74,74.33,74.04
1628271817.27, -2.74,74.33,74.06
1628271817.31, -2.74,74.31,74.06
1628271817.35, -58.44,74.21,74.19
1628271817.40, -59.79,74.33,74.07
1628271817.44, -59.79,74.28,74.04
1628271817.48, -60.33,74.33,73.93
1628271817.52, -59.22,74.34,73.94
1628271817.56, -59.22,74.28,74.01
1628271817.60, -59.22,74.30,74.16
1628271817.65, -58.56,74.31,74.24
1628271817.69, -57.90,74.35,74.12
1628271817.73, -58.62,74.34,74.03
1628271817.77, -57.55,74.35,73.83
1628271817.81, -57.55,74.31,74.03
1628271817.85, -58.37,74.28,74.04
1628271817.89, -58.37,74.33,73.99
1628271817.94, -58.37,74.34,74.22
1628271817.98, -59.58,74.38,74.02
1628271818.02, -60.54,74.38,74.13
1628271818.06, -59.55,74.30,73.99
1628271818.10, -60.56,74.34,74.10
1628271818.14, -60.56,74.32,73.94
1628271818.19, -59.87,74.31,74.09
1628271818.23, -60.78,74.33,73.92
1628271818.27, -60.78,74.37,74.17
1628271818.31, -59.85,74.24,73.87
1628271818.35, -59.85,74.35,74.13
1628271818.39, -60.77,74.41,73.92
1628271818.43, -60.07,74.36,73.77
1628271818.48, -60.07,74.28,74.07
1628271818.52, -61.16,74.38,74.05
1628271818.56, -60.56,74.33,73.94
1628271818.60, -59.87,74.33,74.15
1628271818.64, -59.87,74.35,73.88
1628271818.68, -59.87,74.39,73.98
1628271818.73, -58.69,74.30,74.09
1628271818.77, -59.29,74.37,74.05
1628271818.81, -59.29,74.32,74.11
1628271818.85, -57.72,74.29,73.78
1628271818.89, -58.36,74.32,74.09
1628271818.93, -58.36,74.31,74.18
1628271818.98, -57.41,74.28,74.19
1628271819.02, -58.64,74.32,73.93
1628271819.06, -59.57,74.27,73.98
1628271819.10, -58.79,74.30,73.85
1628271819.14, -60.12,74.35,74.01
1628271819.18, -60.99,74.36,74.08
1628271819.23, -59.86,74.38,73.90
1628271819.27, -60.60,74.37,74.26
1628271819.31, -60.60,74.34,73.90
1628271819.35, -60.60,74.31,73.96
1628271819.39, -60.60,74.36,74.15
1628271819.43, -61.19,74.28,74.19
1628271819.48, -59.87,74.34,73.99
1628271819.52, -59.87,74.31,73.86
1628271819.56, -60.78,74.39,74.15
1628271819.60, -60.78,74.30,74.04
1628271819.64, -60.08,74.28,73.95
1628271819.68, -61.02,74.39,73.99
1628271819.73, -60.45,74.30,73.97
1628271819.77, -59.63,74.26,74.10
1628271819.81, -60.16,74.34,73.88
1628271819.85, -58.91,74.37,74.02
1628271819.90, -58.91,74.31,74.00
1628271819.94, -58.91,74.32,74.15
1628271819.98, -57.69,74.28,74.07
1628271820.02, -58.52,74.33,73.94
1628271820.07, -57.49,74.31,73.98
1628271820.11, -57.49,74.34,73.88
1628271820.15, -58.86,74.31,74.03
1628271820.20, -58.86,74.29,74.17
1628271820.24, -59.56,74.28,74.17
1628271820.28, -60.20,74.28,74.26
1628271820.32, -60.20,74.27,74.16
1628271820.37, -60.98,74.34,74.07
1628271820.41, -60.13,74.34,73.92
1628271820.45, -60.13,74.31,74.24
1628271820.49, -61.10,74.31,74.08
1628271820.54, -59.65,74.34,74.06
1628271820.58, -60.67,74.34,73.98
1628271820.62, -60.67,74.28,73.92
1628271820.67, -60.16,74.22,73.93
1628271820.71, -60.76,74.23,73.99
1628271820.75, -59.86,74.32,73.96
