Time,Current,Velocity
1628271785.40,2,0
1628271785.42,0,0
1628271785.44,2,0
1628271785.46,2,0
1628271785.48,0,0
1628271785.50,0,0
1628271785.52,0,0
1628271785.54,0,0
1628271785.56,0,0
1628271785.58,0,0
1628271785.60,0,0
1628271785.62,0,0
1628271785.64,2,0
1628271785.66,0,0
1628271785.68,0,0
1628271785.70,2,0
1628271785.72,0,0
1628271785.74,0,0
1628271785.76,0,0
1628271785.78,0,0
1628271785.80,0,0
1628271785.82,0,0
1628271785.84,0,0
1628271785.86,0,0
1628271785.88,0,0
1628271785.90,0,0
1628271785.92,0,0
1628271785.94,0,0
1628271785.96,2,0
1628271785.98,2,0
1628271786.00,0,0
1628271786.02,0,0
1628271786.04,3,0
1628271786.06,0,0
1628271786.08,2,0
1628271786.10,0,0
1628271786.12,0,0
1628271786.14,0,0
1628271786.16,0,0
1628271786.18,0,0
1628271786.20,2,0
1628271786.22,0,0
1628271786.24,0,0
1628271786.26,0,0
1628271786.28,0,0
1628271786.30,0,0
1628271786.32,0,0
1628271786.34,0,0
1628271786.36,0,0
1628271786.38,3,0
1628271786.40,0,0
1628271786.42,0,0
1628271786.44,0,0
1628271786.46,2,0
1628271786.48,2,0
1628271786.50,0,0
1628271786.52,0,0
1628271786.54,0,0
1628271786.56,0,0
1628271786.58,0,0
1628271786.60,3,0
1628271786.62,0,0
1628271786.64,0,0
1628271786.66,0,0
1628271786.68,0,0
1628271786.70,0,0
1628271786.72,0,0
1628271786.74,2,0
1628271786.77,0,0
1628271786.78,0,0
1628271786.80,0,0
1628271786.82,0,0
1628271786.84,2,0
1628271786.86,0,0
1628271786.88,0,0
1628271786.90,0,0
1628271786.92,0,0
1628271786.94,2,0
1628271786.96,2,0
1628271786.98,0,0
1628271787.00,2,0
1628271787.02,0,0
1628271787.04,0,0
1628271787.06,0,0
1628271787.08,2,0
1628271787.10,0,0
1628271787.12,0,0
1628271787.14,0,0
1628271787.16,0,0
1628271787.18,0,0
1628271787.20,0,0
1628271787.22,3,0
1628271787.24,0,0
1628271787.26,0,0
1628271787.28,0,0
1628271787.30,0,0
1628271787.32,2,0
1628271787.34,0,0
1628271787.36,0,0
1628271787.38,0,0
1628271787.40,0,0
1628271787.42,0,0
1628271787.44,0,0
1628271787.46,0,0
1628271787.48,0,0
1628271787.50,2,0
1628271787.52,0,0
1628271787.54,2,0
1628271787.56,2,0
1628271787.58,0,0
1628271787.60,0,0
1628271787.62,2,0
1628271787.64,0,0
1628271787.66,0,0
1628271787.68,0,0
1628271787.70,3,0
1628271787.73,2,0
1628271787.74,0,0
1628271787.76,0,0
1628271787.78,0,0
1628271787.80,0,0
1628271787.82,3,0
1628271787.84,0,0
1628271787.86,2,0
1628271787.88,0,0
1628271787.90,0,0
1628271787.92,0,0
1628271787.94,2,0
1628271787.96,0,0
1628271787.98,0,0
1628271788.00,0,0
1628271788.02,0,0
1628271788.04,2,0
1628271788.06,0,0
1628271788.08,0,0
1628271788.11,0,0
1628271788.12,2,0
1628271788.14,2,0
1628271788.16,0,0
1628271788.18,0,0
1628271788.20,2,0
1628271788.22,2,0
1628271788.24,0,0
1628271788.26,0,0
1628271788.28,0,0
1628271788.30,2,0
1628271788.32,0,0
1628271788.34,2,0
1628271788.36,0,0
1628271788.38,0,0
1628271788.40,0,0
1628271788.42,2,0
1628271788.44,0,0
1628271788.46,2,0
1628271788.48,0,0
1628271788.50,0,0
1628271788.52,0,0
1628271788.54,0,0
1628271788.56,2,0
1628271788.58,0,0
1628271788.60,0,0
1628271788.62,0,0
1628271788.64,2,0
1628271788.66,0,0
1628271788.68,2,0
1628271788.70,2,0
1628271788.72,0,0
1628271788.74,0,0
1628271788.76,0,0
1628271788.78,2,0
1628271788.80,0,0
1628271788.82,2,0
1628271788.85,2,0
1628271788.86,0,0
1628271788.88,2,0
1628271788.90,0,0
1628271788.92,2,0
1628271788.94,0,0
1628271788.96,0,0
1628271788.98,0,0
1628271789.00,0,0
1628271789.02,2,0
1628271789.04,0,0
1628271789.06,0,0
1628271789.08,2,0
1628271789.11,2,0
1628271789.12,2,0
1628271789.14,0,0
1628271789.16,0,0
1628271789.18,0,0
1628271789.20,0,0
1628271789.22,0,0
1628271789.24,0,0
1628271789.26,0,0
1628271789.28,0,0
1628271789.31,2,0
1628271789.32,2,0
1628271789.34,0,0
1628271789.36,2,0
1628271789.38,0,0
1628271789.41,0,0
1628271789.42,0,0
1628271789.44,0,0
1628271789.46,0,0
1628271789.48,0,0
1628271789.50,2,0
1628271789.52,0,0
1628271789.54,2,0
1628271789.56,0,0
1628271789.58,0,0
1628271789.60,0,0
1628271789.62,2,0
1628271789.64,0,0
1628271789.66,3,0
1628271789.68,0,0
1628271789.70,0,0
1628271789.72,3,0
1628271789.74,0,0
1628271789.76,2,0
1628271789.78,0,0
1628271789.80,0,0
1628271789.82,2,0
1628271789.84,0,0
1628271789.86,2,0
1628271789.88,2,0
1628271789.90,0,0
1628271789.92,0,0
1628271789.94,0,0
1628271789.96,2,0
1628271789.98,0,0
1628271790.00,2,0
1628271790.02,2,0
1628271790.04,2,0
1628271790.06,0,0
1628271790.08,0,0
1628271790.10,0,0
1628271790.12,0,0
1628271790.14,0,0
1628271790.16,2,0
1628271790.18,2,0
1628271790.20,2,0
1628271790.22,0,0
1628271790.24,0,0
1628271790.26,0,0
1628271790.28,2,0
1628271790.30,0,0
1628271790.32,2,0
1628271790.34,0,0
1628271790.36,2,0
1628271790.38,0,0
1628271790.40,2,0
1628271790.42,0,0
1628271790.44,2,0
1628271790.46,0,0
1628271790.48,2,0
1628271790.50,2,0
1628271790.52,0,0
1628271790.54,0,0
1628271790.56,0,0
1628271790.58,0,0
1628271790.60,0,0
1628271790.62,0,0
1628271790.64,2,0
1628271790.66,0,0
1628271790.68,2,0
1628271790.70,0,0
1628271790.72,0,0
1628271790.74,0,0
1628271790.76,2,0
1628271790.78,2,0
1628271790.80,0,0
1628271790.82,2,0
1628271790.84,2,0
1628271790.86,2,0
1628271790.88,0,0
1628271790.90,0,0
1628271790.92,0,0
1628271790.94,0,0
1628271790.96,0,0
1628271790.98,0,0
1628271791.00,0,0
1628271791.02,0,0
1628271791.04,0,0
1628271791.06,2,0
1628271791.08,0,0
1628271791.10,0,0
1628271791.12,0,0
1628271791.14,0,0
1628271791.16,0,0
1628271791.18,2,0
1628271791.20,0,0
1628271791.22,0,0
1628271791.24,0,0
1628271791.26,0,0
1628271791.28,0,0
1628271791.30,2,0
1628271791.32,-3,0
1628271791.34,2,0
1628271791.36,0,0
1628271791.38,0,0
1628271791.40,0,0
1628271791.42,0,0
1628271791.44,0,0
1628271791.46,0,0
1628271791.48,2,0
1628271791.50,0,0
1628271791.52,0,0
1628271791.54,3,0
1628271791.56,0,0
1628271791.58,2,0
1628271791.60,0,0
1628271791.62,0,0
1628271791.64,2,0
1628271791.66,0,0
1628271791.68,2,0
1628271791.70,2,0
1628271791.72,2,0
1628271791.74,0,0
1628271791.76,0,0
1628271791.78,0,0
1628271791.80,2,0
1628271791.82,2,0
1628271791.84,2,0
1628271791.86,0,0
1628271791.88,2,0
1628271791.91,2,0
1628271791.92,0,0
1628271791.94,0,0
1628271791.96,2,0
1628271791.98,0,0
1628271792.00,2,0
1628271792.02,0,0
1628271792.05,0,0
1628271792.06,0,0
1628271792.08,2,0
1628271792.10,0,0
1628271792.12,2,0
1628271792.14,0,0
1628271792.16,0,0
1628271792.18,0,0
1628271792.20,0,0
1628271792.22,2,0
1628271792.24,0,0
1628271792.26,0,0
1628271792.28,0,0
1628271792.30,0,0
1628271792.32,2,0
1628271792.34,0,0
1628271792.36,0,0
1628271792.38,0,0
1628271792.40,0,0
1628271792.42,0,0
1628271792.44,0,0
1628271792.46,2,0
1628271792.48,0,0
1628271792.50,0,0
1628271792.53,3,0
1628271792.54,0,0
1628271792.57,2,0
1628271792.58,0,0
1628271792.60,0,0
1628271792.62,0,0
1628271792.64,0,0
1628271792.67,3,0
1628271792.68,0,0
1628271792.70,0,0
1628271792.72,0,0
1628271792.74,0,0
1628271792.76,0,0
1628271792.78,0,0
1628271792.80,0,0
1628271792.82,2,0
1628271792.85,0,0
1628271792.86,0,0
1628271792.88,2,0
1628271792.90,0,0
1628271792.92,0,0
1628271792.94,0,0
1628271792.96,0,0
1628271792.98,0,0
1628271793.00,0,0
1628271793.02,0,0
1628271793.04,0,0
1628271793.06,0,0
1628271793.08,0,0
1628271793.11,0,0
1628271793.12,2,0
1628271793.14,0,0
1628271793.16,0,0
1628271793.18,0,0
1628271793.20,0,0
1628271793.22,0,0
1628271793.24,2,0
1628271793.26,0,0
1628271793.28,0,0
1628271793.30,0,0
1628271793.32,2,0
1628271793.34,2,0
1628271793.36,0,0
1628271793.38,0,0
1628271793.40,0,0
1628271793.42,0,0
1628271793.44,0,0
1628271793.46,0,0
1628271793.48,0,0
1628271793.50,3,0
1628271793.52,0,0
1628271793.54,0,0
1628271793.56,0,0
1628271793.58,0,0
1628271793.60,0,0
1628271793.62,2,0
1628271793.64,0,0
1628271793.66,0,0
1628271793.68,0,0
1628271793.70,2,0
1628271793.72,2,0
1628271793.74,0,0
1628271793.76,2,0
1628271793.78,0,0
1628271793.80,2,0
1628271793.82,3,0
1628271793.84,0,0
1628271793.86,2,0
1628271793.88,2,0
1628271793.90,0,0
1628271793.92,0,0
1628271793.94,0,0
1628271793.96,0,0
1628271793.98,0,0
1628271794.00,0,0
1628271794.02,0,0
1628271794.04,0,0
1628271794.06,2,0
1628271794.08,2,0
1628271794.11,0,0
1628271794.12,2,0
1628271794.14,2,0
1628271794.16,0,0
1628271794.18,2,0
1628271794.20,0,0
1628271794.22,0,0
1628271794.24,0,0
1628271794.26,0,0
1628271794.28,0,0
1628271794.30,2,0
1628271794.32,0,0
1628271794.34,0,0
1628271794.36,2,0
1628271794.38,2,0
1628271794.40,0,0
1628271794.42,0,0
1628271794.44,0,0
1628271794.46,2,0
1628271794.48,0,0
1628271794.50,0,0
1628271794.52,2,0
1628271794.55,2,0
1628271794.56,2,0
1628271794.58,0,0
1628271794.60,2,0
1628271794.62,0,0
1628271794.64,0,0
1628271794.66,0,0
1628271794.68,2,0
1628271794.70,0,0
1628271794.72,0,0
1628271794.74,0,0
1628271794.76,0,0
1628271794.78,0,0
1628271794.80,2,0
1628271794.82,0,0
1628271794.84,0,0
1628271794.86,0,0
1628271794.88,0,0
1628271794.91,2,0
1628271794.92,2,0
1628271794.94,0,0
1628271794.96,3,0
1628271794.98,0,0
1628271795.01,0,0
1628271795.02,0,0
1628271795.04,0,0
1628271795.06,0,0
1628271795.08,0,0
1628271795.10,0,0
1628271795.13,2,0
1628271795.14,0,0
1628271795.16,0,0
1628271795.18,0,0
1628271795.20,2,0
1628271795.22,0,0
1628271795.24,0,0
1628271795.26,0,0
1628271795.28,0,0
1628271795.30,0,0
1628271795.32,2,0
1628271795.34,0,0
1628271795.36,0,0
1628271795.38,2,0
1628271795.40,2,0
1628271795.42,0,0
1628271795.44,0,0
1628271795.46,2,0
1628271795.48,0,0
1628271795.50,0,0
1628271795.52,0,0
1628271795.54,0,0
1628271795.56,2,0
1628271795.58,2,0
1628271795.60,0,0
1628271795.62,2,0
1628271795.64,0,0
1628271795.66,0,0
1628271795.68,0,0
1628271795.71,0,0
1628271795.72,0,0
1628271795.74,0,0
1628271795.76,0,0
1628271795.78,0,0
1628271795.80,0,0
1628271795.82,0,0
1628271795.85,0,0
1628271795.86,0,0
1628271795.88,0,0
1628271795.90,0,0
1628271795.92,0,0
1628271795.94,2,0
1628271795.96,0,0
1628271795.98,0,0
1628271796.00,0,0
1628271796.02,0,0
1628271796.04,0,0
1628271796.06,0,0
1628271796.08,0,0
1628271796.10,2,0
1628271796.12,2,0
1628271796.14,0,0
1628271796.16,0,0
1628271796.18,0,0
1628271796.20,2,0
1628271796.22,0,0
1628271796.24,0,0
1628271796.26,3,0
1628271796.28,0,0
1628271796.30,2,0
1628271796.32,3,0
1628271796.34,0,0
1628271796.36,2,0
1628271796.38,0,0
1628271796.40,0,0
1628271796.42,0,0
1628271796.44,0,0
1628271796.46,0,0
1628271796.48,2,0
1628271796.50,0,0
1628271796.52,0,0
1628271796.54,0,0
1628271796.56,0,0
1628271796.58,0,0
1628271796.60,0,0
1628271796.62,0,0
1628271796.64,0,0
1628271796.66,0,0
1628271796.68,0,0
1628271796.70,0,0
1628271796.72,0,0
1628271796.74,0,0
1628271796.76,0,0
1628271796.78,0,0
1628271796.80,-3,0
1628271796.82,2,0
1628271796.84,0,0
1628271796.86,0,0
1628271796.88,0,0
1628271796.90,0,0
1628271796.92,2,0
1628271796.94,0,0
1628271796.96,3,0
1628271796.98,0,0
1628271797.00,0,0
1628271797.02,2,0
1628271797.04,2,0
1628271797.06,0,0
1628271797.08,2,0
1628271797.10,0,0
1628271797.12,0,0
1628271797.14,0,0
1628271797.16,0,0
1628271797.18,2,0
1628271797.20,2,0
1628271797.22,0,0
1628271797.24,0,0
1628271797.26,0,0
1628271797.28,2,0
1628271797.30,0,0
1628271797.32,0,0
1628271797.35,0,0
1628271797.36,0,0
1628271797.38,3,0
1628271797.40,2,0
1628271797.42,0,0
1628271797.44,2,0
1628271797.46,-2,0
1628271797.48,0,0
1628271797.50,2,0
1628271797.52,0,0
1628271797.54,2,0
1628271797.56,0,0
1628271797.58,0,0
1628271797.61,0,0
1628271797.62,2,0
1628271797.64,2,0
1628271797.66,0,0
1628271797.68,0,0
1628271797.70,0,0
1628271797.73,0,0
1628271797.74,2,0
1628271797.76,2,0
1628271797.78,0,0
1628271797.80,2,0
1628271797.82,0,0
1628271797.84,0,0
1628271797.86,2,0
1628271797.88,2,0
1628271797.90,0,0
1628271797.92,0,0
1628271797.94,0,0
1628271797.96,0,0
1628271797.98,2,0
1628271798.00,0,0
1628271798.02,0,0
1628271798.04,0,0
1628271798.06,0,0
1628271798.08,0,0
1628271798.11,0,0
1628271798.12,0,0
1628271798.14,0,0
1628271798.16,0,0
1628271798.18,2,0
1628271798.20,0,0
1628271798.22,0,0
1628271798.24,0,0
1628271798.26,0,0
1628271798.28,2,0
1628271798.30,0,0
1628271798.32,0,0
1628271798.34,0,0
1628271798.36,0,0
1628271798.38,0,0
1628271798.40,0,0
1628271798.42,0,0
1628271798.44,0,0
1628271798.46,2,0
1628271798.48,0,0
1628271798.50,0,0
1628271798.52,0,0
1628271798.54,2,0
1628271798.56,2,0
1628271798.58,0,0
1628271798.60,0,0
1628271798.62,0,0
1628271798.64,0,0
1628271798.66,2,0
1628271798.68,0,0
1628271798.70,0,0
1628271798.72,0,0
1628271798.74,0,0
1628271798.76,2,0
1628271798.78,2,0
1628271798.81,0,0
1628271798.82,2,0
1628271798.84,0,0
1628271798.86,0,0
1628271798.88,0,0
1628271798.90,0,0
1628271798.92,2,0
1628271798.94,0,0
1628271798.96,0,0
1628271798.98,2,0
1628271799.00,3,0
1628271799.02,0,0
1628271799.04,0,0
1628271799.06,0,0
1628271799.08,2,0
1628271799.10,0,0
1628271799.12,2,0
1628271799.14,2,0
1628271799.16,0,0
1628271799.18,2,0
1628271799.20,0,0
1628271799.23,2,0
1628271799.24,2,0
1628271799.26,2,0
1628271799.29,0,0
1628271799.30,0,0
1628271799.32,0,0
1628271799.34,0,0
1628271799.36,0,0
1628271799.38,0,0
1628271799.40,0,0
1628271799.42,0,0
1628271799.44,0,0
1628271799.46,2,0
1628271799.48,2,0
1628271799.51,2,0
1628271799.52,0,0
1628271799.54,0,0
1628271799.56,0,0
1628271799.58,0,0
1628271799.60,0,0
1628271799.62,0,0
1628271799.64,0,0
1628271799.66,2,0
1628271799.68,0,0
1628271799.70,2,0
1628271799.72,0,0
1628271799.74,0,0
1628271799.76,0,0
1628271799.78,2,0
1628271799.80,2,0
1628271799.82,0,0
1628271799.85,2,0
1628271799.86,0,0
1628271799.88,0,0
1628271799.90,0,0
1628271799.92,3,0
1628271799.94,0,0
1628271799.96,0,0
1628271799.98,0,0
1628271800.00,0,0
1628271800.02,0,0
1628271800.04,0,0
1628271800.06,2,0
1628271800.08,0,0
1628271800.10,2,0
1628271800.12,2,0
1628271800.14,0,0
1628271800.16,0,0
1628271800.18,0,0
1628271800.20,0,0
1628271800.22,0,0
1628271800.24,0,0
1628271800.26,0,0
1628271800.28,0,0
1628271800.30,0,0
1628271800.32,0,0
1628271800.34,0,0
1628271800.36,-2,0
1628271800.38,0,0
1628271800.41,2,0
1628271800.42,-2,0
1628271800.44,0,0
1628271800.46,0,0
1628271800.48,2,0
1628271800.51,2,0
1628271800.52,0,0
1628271800.54,0,0
1628271800.56,0,0
1628271800.58,0,0
1628271800.60,0,0
1628271800.62,0,0
1628271800.64,0,0
1628271800.66,0,0
1628271800.68,0,0
1628271800.70,0,0
1628271800.72,-561,0
1628271800.74,-536,-1500
1628271800.77,-525,-7500
1628271800.79,-309,-17400
1628271800.81,-194,-28200
1628271800.83,-209,-36720
1628271800.85,-164,-42180
1628271800.86,-194,-44880
1628271800.88,-211,-45840
1628271800.91,-278,-45780
1628271800.93,-225,-45360
1628271800.94,-274,-44880
1628271800.96,-178,-44460
1628271800.98,-236,-44220
1628271801.01,-245,-44100
1628271801.02,-298,-44040
1628271801.04,-223,-43980
1628271801.06,-172,-43920
1628271801.08,-189,-43920
1628271801.11,-223,-43980
1628271801.12,-300,-43980
1628271801.14,-188,-43980
1628271801.16,-265,-43980
1628271801.18,-196,-43980
1628271801.20,-249,-43980
1628271801.22,-294,-43980
1628271801.24,-232,-44040
1628271801.26,-256,-44100
1628271801.28,-173,-44100
1628271801.30,-241,-44040
1628271801.33,-226,-44040
1628271801.35,-246,-43980
1628271801.37,-192,-43980
1628271801.38,-204,-43980
1628271801.40,-188,-43980
1628271801.42,-244,-43980
1628271801.44,-270,-43980
1628271801.46,-184,-44040
1628271801.48,-236,-44100
1628271801.50,-170,-44040
1628271801.52,-249,-43980
1628271801.55,-219,-43980
1628271801.56,-213,-44040
1628271801.58,-259,-44040
1628271801.60,-183,-44040
1628271801.62,-230,-44040
1628271801.64,-238,-44040
1628271801.66,-300,-44040
1628271801.68,-195,-44040
1628271801.70,-233,-44040
1628271801.72,-201,-44040
1628271801.75,-230,-43980
1628271801.77,-252,-43980
1628271801.78,-195,-43980
1628271801.81,-259,-43980
1628271801.82,-182,-43980
1628271801.84,-277,-43980
1628271801.86,-303,-44040
1628271801.88,-261,-44040
1628271801.91,-236,-43980
1628271801.92,-171,-43980
1628271801.95,-261,-43980
1628271801.96,-208,-44040
1628271801.98,-294,-44040
1628271802.00,-196,-44040
1628271802.02,-260,-44040
1628271802.05,-237,-44040
1628271802.06,-245,-44040
1628271802.08,-311,-44040
1628271802.11,-185,-43980
1628271802.12,-238,-43980
1628271802.15,-156,-43980
1628271802.16,-234,-43980
1628271802.18,-296,-43980
1628271802.20,-195,-43980
1628271802.23,-272,-43980
1628271802.24,-189,-43980
1628271802.26,-305,-43980
1628271802.28,-288,-43980
1628271802.30,-196,-43980
1628271802.33,-255,-43920
1628271802.34,-170,-43980
1628271802.36,-267,-43980
1628271802.38,-272,-43980
1628271802.40,-232,-43980
1628271802.43,-246,-43980
1628271802.45,-180,-43980
1628271802.46,-317,-43980
1628271802.48,-252,-43980
1628271802.50,-220,-43980
1628271802.53,-239,-43980
1628271802.55,-154,-43980
1628271802.56,-219,-43980
1628271802.58,-206,-43980
1628271802.60,-296,-43980
1628271802.62,-231,-43980
1628271802.64,-250,-43980
1628271802.66,-234,-43980
1628271802.68,-225,-43980
1628271802.71,-314,-43980
1628271802.72,-185,-43980
1628271802.74,-239,-43980
1628271802.77,-190,-43980
1628271802.78,-230,-43980
1628271802.80,-295,-43980
1628271802.82,-195,-43980
1628271802.85,-271,-43920
1628271802.86,-163,-43980
1628271802.88,-286,-43980
1628271802.90,-277,-43980
1628271802.92,-191,-43980
1628271802.94,-245,-43980
1628271802.96,-181,-43980
1628271802.99,-264,-43980
1628271803.01,-271,-43920
1628271803.02,-184,-43920
1628271803.04,-278,-43920
1628271803.06,-174,-43920
1628271803.09,-262,-43980
1628271803.11,-301,-43980
1628271803.12,-209,-43980
1628271803.15,-214,-43980
1628271803.16,-163,-43920
1628271803.18,-271,-43980
1628271803.20,-237,-43980
1628271803.22,-275,-43980
1628271803.25,-252,-43980
1628271803.27,-202,-43980
1628271803.28,-271,-43980
1628271803.31,-223,-43980
1628271803.32,-294,-43980
1628271803.34,-199,-43920
1628271803.37,-194,-43980
1628271803.38,-260,-43980
1628271803.40,-230,-43980
1628271803.42,-306,-43980
1628271803.44,-246,-43980
1628271803.46,-195,-43980
1628271803.48,-238,-43980
1628271803.50,-238,-43980
1628271803.53,-308,-43920
1628271803.55,-192,-43920
1628271803.56,-179,-43920
1628271803.59,-249,-43920
1628271803.60,-218,-43920
1628271803.63,-289,-43920
1628271803.64,-210,-43980
1628271803.67,-199,-43980
1628271803.69,-225,-43980
1628271803.70,-224,-43980
1628271803.73,-319,-43980
1628271803.74,-199,-43980
1628271803.76,-232,-43980
1628271803.78,-161,-43980
1628271803.80,-220,-43980
1628271803.83,-270,-43980
1628271803.84,-184,-44040
1628271803.87,-272,-43980
1628271803.88,-191,-43980
1628271803.91,-273,-44040
1628271803.92,-282,-44040
1628271803.94,-247,-44040
1628271803.96,-222,-43980
1628271803.99,-164,-43980
1628271804.00,-278,-43920
1628271804.02,-228,-43980
1628271804.04,-203,-43980
1628271804.06,-281,-43980
1628271804.08,-175,-43920
1628271804.10,-284,-43920
1628271804.12,-239,-43920
1628271804.14,-282,-43980
1628271804.16,-237,-43920
1628271804.19,-201,-43920
1628271804.21,-306,-43980
1628271804.23,-211,-44040
1628271804.25,-236,-44040
1628271804.26,-225,-44040
1628271804.28,-176,-44040
1628271804.30,-223,-44040
1628271804.33,-226,-44040
1628271804.34,-315,-43980
1628271804.37,-203,-43980
1628271804.38,-242,-43980
1628271804.41,-190,-43980
1628271804.43,-271,-43980
1628271804.44,-252,-43980
1628271804.46,-196,-43980
1628271804.49,-287,-43920
1628271804.50,-194,-43980
1628271804.52,-293,-43980
1628271804.54,-241,-43980
1628271804.56,-189,-43980
1628271804.59,-231,-43920
1628271804.60,-163,-43920
1628271804.62,-282,-43980
1628271804.65,-235,-43980
1628271804.67,-264,-44040
1628271804.68,-283,-43980
1628271804.70,-181,-43920
1628271804.72,-333,-43920
1628271804.74,-232,-43980
1628271804.77,-287,-43980
1628271804.79,-212,-43980
1628271804.80,-204,-43980
1628271804.82,-284,-43920
1628271804.84,-223,-43920
1628271804.87,-313,-43980
1628271804.88,-212,-43980
1628271804.90,-195,-44040
1628271804.92,-214,-44040
1628271804.94,-224,-44040
1628271804.96,-320,-44040
1628271804.98,-205,-44040
1628271805.00,-239,-43980
1628271805.02,-178,-43980
1628271805.04,-233,-43980
1628271805.06,-270,-43980
1628271805.08,-212,-44040
1628271805.11,-246,-43980
1628271805.12,-172,-43980
1628271805.15,-308,-43980
1628271805.16,-221,-43920
1628271805.18,-204,-43980
1628271805.20,-206,-43980
1628271805.22,-161,-43980
1628271805.25,-251,-43980
1628271805.27,-239,-43980
1628271805.28,-238,-43980
1628271805.30,-257,-43980
1628271805.32,-228,-43980
1628271805.34,-260,-43980
1628271805.36,-240,-43980
1628271805.38,-306,-43980
1628271805.40,-214,-43980
1628271805.42,-187,-43980
1628271805.44,-228,-43980
1628271805.46,-235,-43980
1628271805.49,-303,-43980
1628271805.51,-196,-43980
1628271805.52,-280,-43980
1628271805.54,-206,-43980
1628271805.56,-237,-43980
1628271805.58,-307,-43980
1628271805.60,-192,-43980
1628271805.62,-270,-43920
1628271805.65,-184,-43860
1628271805.67,-232,-43800
1628271805.69,-242,-43800
1628271805.70,-185,-43860
1628271805.72,-250,-43920
1628271805.75,-186,-43920
1628271805.77,-284,-43920
1628271805.78,-280,-43980
1628271805.80,-237,-43980
1628271805.83,-219,-43980
1628271805.85,-165,-43980
1628271805.86,-255,-43980
1628271805.88,-228,-43980
1628271805.90,-208,-43980
1628271805.93,-236,-43980
1628271805.94,-203,-43980
1628271805.96,-259,-43980
1628271805.99,-236,-43980
1628271806.00,-234,-43980
1628271806.03,-223,-43980
1628271806.04,-168,-43980
1628271806.06,-266,-44040
1628271806.08,-248,-44040
1628271806.11,-306,-44040
1628271806.12,-190,-44100
1628271806.14,-278,-44100
1628271806.16,-194,-44040
1628271806.19,-302,-44040
1628271806.20,-309,-43980
1628271806.23,-232,-44040
1628271806.24,-250,-44160
1628271806.26,-140,-44160
1628271806.29,-288,-44160
1628271806.30,-202,-44100
1628271806.33,-285,-44100
1628271806.35,-192,-44040
1628271806.36,-204,-44040
1628271806.38,-228,-44040
1628271806.41,-276,-44040
1628271806.42,-303,-44040
1628271806.44,-183,-44040
1628271806.46,-236,-43980
1628271806.48,-174,-43980
1628271806.50,-312,-43980
1628271806.52,-275,-44040
1628271806.54,-195,-44040
1628271806.56,-266,-44040
1628271806.58,-157,-44100
1628271806.60,-329,-44160
1628271806.63,-222,-44160
1628271806.64,-269,-44100
1628271806.66,-194,-44100
1628271806.68,-236,-44100
1628271806.70,-216,-44040
1628271806.72,-237,-43920
1628271806.75,-287,-43920
1628271806.76,-197,-43920
1628271806.78,-284,-43980
1628271806.80,-173,-43980
1628271806.82,-313,-43980
1628271806.84,-300,-43980
1628271806.86,-193,-44040
1628271806.88,-230,-44040
1628271806.90,-159,-43980
1628271806.93,-298,-43980
1628271806.94,-233,-44040
1628271806.96,-294,-44040
1628271806.98,-261,-44100
1628271807.01,-226,-44100
1628271807.02,-216,-44040
1628271807.04,-238,-43980
1628271807.07,-302,-43980
1628271807.08,-187,-43980
1628271807.10,-194,-43980
1628271807.12,-224,-43980
1628271807.14,-217,-44040
1628271807.16,-313,-44040
1628271807.19,-190,-44040
1628271807.21,-260,-44040
1628271807.22,-41,-43980
1628271807.24,241,-43020
1628271807.26,226,-38640
1628271807.28,-32,-30360
1628271807.30,-219,-19140
1628271807.32,-17,-8760
1628271807.34,-25,-2760
1628271807.36,-124,240
1628271807.38,-43,1920
1628271807.40,43,2160
1628271807.42,-29,1380
1628271807.44,-32,720
1628271807.46,-28,240
1628271807.48,-31,0
1628271807.50,-31,-60
1628271807.53,-32,-120
1628271807.54,-31,-60
1628271807.56,-31,-60
1628271807.58,-31,0
1628271807.60,-32,0
1628271807.62,-31,0
1628271807.64,-31,0
1628271807.66,-32,0
1628271807.68,-32,0
1628271807.70,-29,0
1628271807.72,-29,0
1628271807.74,-31,0
1628271807.76,-2,0
1628271807.79,-2,0
1628271807.80,-2,0
1628271807.82,0,0
1628271807.84,-2,0
1628271807.86,-2,0
1628271807.88,0,0
1628271807.90,-3,0
1628271807.92,0,0
1628271807.94,0,0
1628271807.96,-2,0
1628271807.98,0,0
1628271808.00,0,0
1628271808.02,0,0
1628271808.04,0,0
1628271808.06,0,0
1628271808.08,0,0
1628271808.10,0,0
1628271808.12,-2,0
1628271808.14,0,0
1628271808.16,0,0
1628271808.18,0,0
1628271808.20,0,0
1628271808.22,0,0
1628271808.24,0,0
1628271808.26,0,0
1628271808.28,0,0
1628271808.30,0,0
1628271808.32,0,0
1628271808.34,0,0
1628271808.36,-2,0
1628271808.38,0,0
1628271808.40,0,0
1628271808.42,0,0
1628271808.44,0,0
1628271808.46,0,0
1628271808.49,0,0
1628271808.50,-3,0
1628271808.52,-2,0
1628271808.54,0,0
1628271808.56,0,0
1628271808.58,-2,0
1628271808.60,0,0
1628271808.62,0,0
1628271808.64,-2,0
1628271808.66,0,0
1628271808.68,0,0
1628271808.70,0,0
1628271808.72,0,0
1628271808.74,0,0
1628271808.76,0,0
1628271808.78,0,0
1628271808.81,0,0
1628271808.83,-2,0
1628271808.84,-2,0
1628271808.86,0,0
1628271808.88,-2,0
1628271808.90,0,0
1628271808.92,0,0
