Time,Current,Velocity
1628271742.92,0,0
1628271742.94,0,0
1628271742.96,0,0
1628271742.98,-3,0
1628271743.00,-2,0
1628271743.02,0,0
1628271743.04,0,0
1628271743.06,-2,0
1628271743.08,-2,0
1628271743.10,0,0
1628271743.12,0,0
1628271743.14,0,0
1628271743.16,0,0
1628271743.18,0,0
1628271743.20,2,0
1628271743.22,0,0
1628271743.24,0,0
1628271743.26,0,0
1628271743.28,0,0
1628271743.30,0,0
1628271743.32,0,0
1628271743.34,0,0
1628271743.36,2,0
1628271743.38,-2,0
1628271743.40,0,0
1628271743.42,0,0
1628271743.44,0,0
1628271743.46,0,0
1628271743.48,0,0
1628271743.50,-2,0
1628271743.52,0,0
1628271743.54,-2,0
1628271743.56,0,0
1628271743.58,0,0
1628271743.60,0,0
1628271743.62,-2,0
1628271743.64,0,0
1628271743.66,0,0
1628271743.68,0,0
1628271743.70,0,0
1628271743.72,0,0
1628271743.74,0,0
1628271743.76,0,0
1628271743.78,-2,0
1628271743.80,0,0
1628271743.82,2,0
1628271743.84,0,0
1628271743.86,0,0
1628271743.88,-2,0
1628271743.90,-2,0
1628271743.92,0,0
1628271743.94,0,0
1628271743.96,0,0
1628271743.98,0,0
1628271744.00,0,0
1628271744.02,0,0
1628271744.04,0,0
1628271744.06,0,0
1628271744.08,-2,0
1628271744.10,0,0
1628271744.12,0,0
1628271744.14,0,0
1628271744.16,0,0
1628271744.18,0,0
1628271744.20,0,0
1628271744.22,-444,0
1628271744.24,-366,-960
1628271744.26,-487,-6840
1628271744.28,-137,-17040
1628271744.30,-77,-28380
1628271744.32,-97,-37440
1628271744.34,-85,-43200
1628271744.36,-82,-46200
1628271744.38,-75,-47340
1628271744.40,-72,-47280
1628271744.42,-65,-46860
1628271744.44,-51,-46320
1628271744.46,-36,-45900
1628271744.48,-71,-45600
1628271744.50,-69,-45480
1628271744.52,-71,-45420
1628271744.54,-70,-45420
1628271744.56,-74,-45480
1628271744.58,-45,-45480
1628271744.60,-76,-45480
1628271744.62,-68,-45540
1628271744.64,-47,-45480
1628271744.66,-44,-45480
1628271744.68,-77,-45480
1628271744.70,-71,-45480
1628271744.72,-76,-45480
1628271744.74,-75,-45480
1628271744.76,-88,-45480
1628271744.78,-52,-45420
1628271744.80,-90,-45420
1628271744.82,-95,-45480
1628271744.84,-66,-45420
1628271744.86,-60,-45420
1628271744.88,-70,-45420
1628271744.90,-104,-45420
1628271744.92,-108,-45420
1628271744.94,-77,-45420
1628271744.96,-103,-45420
1628271744.98,-114,-45420
1628271745.00,-111,-45420
1628271745.02,-112,-45480
1628271745.04,-142,-45480
1628271745.06,-84,-45480
1628271745.08,-130,-45480
1628271745.10,-119,-45480
1628271745.12,-109,-45420
1628271745.14,-147,-45420
1628271745.16,-143,-45420
1628271745.18,-139,-45420
